gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,log2FC,significant
Dmel_CG4521 mthl1 Gene Expression,375.4911446811544,-0.9708418773787149,0.2370227087121546,-4.095986762845267,4.203739512318497e-05,0.003861006056161101,Cocaine_vs_Sucrose_Male,-0.9708418773787149,False
Dmel_CG6456 Mip Gene Expression,2628.9764763041067,3.145585159593335,0.7701883436207114,4.084176533762781,4.423339489076826e-05,0.004021664519311163,Cocaine_vs_Sucrose_Male,3.145585159593335,True
Dmel_CG4859 Mmp1 Gene Expression,119.3207053707219,1.4834711104546456,0.36395773870778114,4.07594331067573,4.5828183508348324e-05,0.0041249947975864325,Cocaine_vs_Sucrose_Male,1.4834711104546456,True
Dmel_CG18330 Pcyt2 Gene Expression,762.0654245860613,0.9622079129705745,0.23674139700582222,4.064383859941954,4.815951167077315e-05,0.004291918460877516,Cocaine_vs_Sucrose_Male,0.9622079129705745,False
Dmel_CG10833 Cyp28d1 Gene Expression,571.4696721681687,1.022577926659763,0.2540745141752832,4.024716646527946,5.704395832258252e-05,0.005033849694721228,Cocaine_vs_Sucrose_Male,1.022577926659763,True
Dmel_CG15304 Neb-cGP Gene Expression,24459.715897027017,0.8257285013732103,0.20593683613308203,4.0096202159753584,6.081648465806954e-05,0.005314652217546446,Cocaine_vs_Sucrose_Male,0.8257285013732103,False
Dmel_CG7592 Obp99b Gene Expression,59.23693930068649,-9.514223570349545,2.380671487269058,-3.9964453815774497,6.430070853179072e-05,0.005565102668217772,Cocaine_vs_Sucrose_Male,-9.514223570349545,True
Dmel_CG4145 Col4a1 Gene Expression,1290.1994430240175,1.0692175793961258,0.26908388048430104,3.973547495568046,7.081003024613854e-05,0.006070105545195171,Cocaine_vs_Sucrose_Male,1.0692175793961258,True
Dmel_CG9908 disco Gene Expression,1332.861839769044,0.7426539774181764,0.18735502175145846,3.963886158351105,7.373942764181078e-05,0.00626159045475414,Cocaine_vs_Sucrose_Male,0.7426539774181764,False
Dmel_CG9009 pdgy Gene Expression,470.3240810563579,1.0072845689225933,0.2550384802611687,3.949539567092374,7.830166722905083e-05,0.006586853333912958,Cocaine_vs_Sucrose_Male,1.0072845689225933,True
